seq,phase,data_mode,function,runtime,variant,memory_mb,role,pattern,warming,intended_cold,force_cold,rep,block,burst_id,idle_gap_min,t_start,t_start_utc,request_id,status,function_error,error,rtt_ms,duration_ms,billed_ms,init_ms,cold,max_memory_used_mb,report_source,effective_billed_ms,cost_usd
303,package_size,live,python-optimised,python,optimised,1024,follow_up,idle,off,False,update_env,25,,,,1790078626.99,2026-09-22T12:03:46.990+00:00,4ce78827-987a-4639-8c09-540c39be630b,200,,False,215.156,26.6,27,,False,41,logs,27.0,5.600018e-07
304,package_size,live,java-optimised,java,optimised,1024,measure,idle,off,True,update_env,25,,,,1790078629.38,2026-09-22T12:03:49.379+00:00,0aecabf8-1a3b-4909-adc3-79ed04824dd4,200,,False,860.793,109.53,444,334.09,True,109,logs,444.0,6.1200296e-06
305,package_size,live,java-optimised,java,optimised,1024,follow_up,idle,off,False,update_env,25,,,,1790078630.242,2026-09-22T12:03:50.241+00:00,3da6dd23-f133-4d29-846c-2f2c415cc6aa,200,,False,198.583,19.45,20,,False,109,logs,20.0,4.66668e-07
306,package_size,live,python-default,python,default,1024,measure,idle,off,True,update_env,25,,,,1790078632.726,2026-09-22T12:03:52.725+00:00,21dbf8ab-29b4-480a-847c-b5fe3cf820b8,200,,False,3991.253,26.96,3508,3480.21,True,134,logs,3508.0,4.69735672e-05
307,package_size,live,python-default,python,default,1024,follow_up,idle,off,False,update_env,25,,,,1790078636.721,2026-09-22T12:03:56.720+00:00,18f6c1f4-e56b-4365-b8b6-3008790238f9,200,,False,199.982,17.9,18,,False,134,logs,18.0,4.400012e-07
308,package_size,live,nodejs-optimised,nodejs,optimised,1024,measure,idle,off,True,update_env,25,,,,1790078639.167,2026-09-22T12:03:59.166+00:00,8adb5764-b399-436e-a673-41483c477498,200,,False,716.979,195.34,345,148.68,True,78,logs,345.0,4.800022999999999e-06
309,package_size,live,nodejs-optimised,nodejs,optimised,1024,follow_up,idle,off,False,update_env,25,,,,1790078639.884,2026-09-22T12:03:59.884+00:00,bfcc5b24-9def-4e2e-bf94-c988ba866550,200,,False,408.925,126.03,127,,False,79,logs,127.0,1.8933418e-06
310,package_size,live,nodejs-default,nodejs,default,1024,measure,idle,off,True,update_env,25,,,,1790078642.49,2026-09-22T12:04:02.489+00:00,afe27560-2517-4b4f-9c45-7512ed29b150,200,,False,1582.089,180.58,1136,955.27,True,128,logs,1136.0,1.5346742399999998e-05
311,package_size,live,nodejs-default,nodejs,default,1024,follow_up,idle,off,False,update_env,25,,,,1790078644.075,2026-09-22T12:04:04.074+00:00,56ef7940-8542-45aa-9624-3ebe518b02e2,200,,False,368.383,134.69,135,,False,138,logs,135.0,2.000009e-06
312,package_size,live,python-default,python,default,1024,measure,idle,off,True,update_env,26,,,,1790078646.744,2026-09-22T12:04:06.744+00:00,1f40f35d-e89f-4f8e-b404-7a6d25587285,200,,False,4020.752,17.26,3581,3563.55,True,135,logs,3581.0,4.79469054e-05
313,package_size,live,python-default,python,default,1024,follow_up,idle,off,False,update_env,26,,,,1790078650.767,2026-09-22T12:04:10.766+00:00,bb8a9cab-e646-4c69-a1f6-4cc4b57c92dc,200,,False,196.146,19.52,20,,False,135,logs,20.0,4.66668e-07
314,package_size,live,java-default,java,default,1024,measure,idle,off,True,update_env,26,,,,1790078653.097,2026-09-22T12:04:13.096+00:00,156e8403-d54d-4c1b-9f27-2404a9bc953d,200,,False,1033.405,98.34,733,634.15,True,125,logs,733.0,9.973382199999999e-06
315,package_size,live,java-default,java,default,1024,follow_up,idle,off,False,update_env,26,,,,1790078654.134,2026-09-22T12:04:14.133+00:00,5d412f58-a7b1-4554-8d0c-4ffa0fdf201f,200,,False,209.824,32.15,33,,False,125,logs,33.0,6.400022e-07
316,package_size,live,nodejs-optimised,nodejs,optimised,1024,measure,idle,off,True,update_env,26,,,,1790078656.471,2026-09-22T12:04:16.470+00:00,aa4280c1-ddb4-4feb-b0e0-69443d12f97b,200,,False,695.902,205.63,324,117.96,True,80,logs,324.0,4.5200216e-06
317,package_size,live,nodejs-optimised,nodejs,optimised,1024,follow_up,idle,off,False,update_env,26,,,,1790078657.168,2026-09-22T12:04:17.167+00:00,4f027cdc-8438-4af5-9925-ebbe0fb35fda,200,,False,329.824,109.66,110,,False,80,logs,110.0,1.666674e-06
318,package_size,live,python-optimised,python,optimised,1024,measure,idle,off,True,update_env,26,,,,1790078659.687,2026-09-22T12:04:19.687+00:00,4ed11e33-73ce-463d-a937-49ea5239f71f,200,,False,471.607,30.29,121,90.26,True,41,logs,121.0,1.8133414e-06
319,package_size,live,python-optimised,python,optimised,1024,follow_up,idle,off,False,update_env,26,,,,1790078660.16,2026-09-22T12:04:20.159+00:00,983fe01b-343b-49da-8cbc-289af3f88a3c,200,,False,208.712,22.5,23,,False,41,logs,23.0,5.066682e-07
320,package_size,live,java-optimised,java,optimised,1024,measure,idle,off,True,update_env,26,,,,1790078662.541,2026-09-22T12:04:22.540+00:00,316dfef0-b17a-41b3-a942-e2d57a4a04d3,200,,False,760.002,98.21,426,326.99,True,109,logs,426.0,5.880028399999999e-06
321,package_size,live,java-optimised,java,optimised,1024,follow_up,idle,off,False,update_env,26,,,,1790078663.302,2026-09-22T12:04:23.301+00:00,1d261fde-597d-488e-9000-e5eae44a691d,200,,False,206.317,28.4,29,,False,109,logs,29.0,5.866686000000001e-07
322,package_size,live,nodejs-default,nodejs,default,1024,measure,idle,off,True,update_env,26,,,,1790078665.563,2026-09-22T12:04:25.563+00:00,6c208119-56c5-4679-b1a8-daa43802bcfc,200,,False,1786.567,253.14,1350,1096.51,True,126,logs,1350.0,1.820009e-05
323,package_size,live,nodejs-default,nodejs,default,1024,follow_up,idle,off,False,update_env,26,,,,1790078667.352,2026-09-22T12:04:27.352+00:00,3efefdc4-b8e2-418d-8745-e3b647ae409c,200,,False,337.722,157.09,158,,False,133,logs,158.0,2.3066771999999997e-06
324,package_size,live,nodejs-default,nodejs,default,1024,measure,idle,off,True,update_env,27,,,,1790078669.848,2026-09-22T12:04:29.847+00:00,c2b29ca9-f5f3-431e-a022-476ea8510edd,200,,False,1805.289,260.95,1362,1100.59,True,125,logs,1362.0,1.8360090800000003e-05
325,package_size,live,nodejs-default,nodejs,default,1024,follow_up,idle,off,False,update_env,27,,,,1790078671.654,2026-09-22T12:04:31.653+00:00,21a0868a-586f-47ef-a461-68042430ff53,200,,False,378.604,197.01,198,,False,136,logs,198.0,2.8400132000000004e-06
326,package_size,live,python-optimised,python,optimised,1024,measure,idle,off,True,update_env,27,,,,1790078674.175,2026-09-22T12:04:34.174+00:00,5d940c7a-45b2-400c-8412-5163841cd268,200,,False,524.384,29.93,119,88.2,True,41,logs,119.0,1.7866746e-06
327,package_size,live,python-optimised,python,optimised,1024,follow_up,idle,off,False,update_env,27,,,,1790078674.7,2026-09-22T12:04:34.700+00:00,85873852-b7f7-4b52-af40-57ad198ff3d0,200,,False,208.146,27.71,28,,False,41,logs,28.0,5.733352e-07
328,package_size,live,nodejs-optimised,nodejs,optimised,1024,measure,idle,off,True,update_env,27,,,,1790078677.16,2026-09-22T12:04:37.159+00:00,f3889398-afbe-409f-ba79-34ea0e4867ca,200,,False,639.154,205.03,347,141.28,True,78,logs,347.0,4.826689799999999e-06
329,package_size,live,nodejs-optimised,nodejs,optimised,1024,follow_up,idle,off,False,update_env,27,,,,1790078677.8,2026-09-22T12:04:37.800+00:00,7f0702b8-e43a-45d2-99ba-b9878e02a534,200,,False,363.085,136.36,137,,False,78,logs,137.0,2.0266758e-06
330,package_size,live,java-optimised,java,optimised,1024,measure,idle,off,True,update_env,27,,,,1790078680.328,2026-09-22T12:04:40.327+00:00,97582bc2-4051-4e70-8411-665d74dd3aa0,200,,False,737.843,104.87,443,337.93,True,108,logs,443.0,6.1066962e-06
331,package_size,live,java-optimised,java,optimised,1024,follow_up,idle,off,False,update_env,27,,,,1790078681.068,2026-09-22T12:04:41.068+00:00,d9642a8f-46eb-434e-9294-63a425ec01cc,200,,False,216.409,34.09,35,,False,108,logs,35.0,6.666690000000001e-07
332,package_size,live,python-default,python,default,1024,measure,idle,off,True,update_env,27,,,,1790078683.466,2026-09-22T12:04:43.466+00:00,5c41e08a-da7f-4334-b336-ec40658bb030,200,,False,3931.356,27.8,3467,3438.97,True,133,logs,3467.0,4.64268978e-05
333,package_size,live,python-default,python,default,1024,follow_up,idle,off,False,update_env,27,,,,1790078687.401,2026-09-22T12:04:47.400+00:00,48d5e3de-3f1f-463b-b8e8-ed9435072994,200,,False,206.177,20.2,21,,False,133,logs,21.0,4.800014000000001e-07
334,package_size,live,java-default,java,default,1024,measure,idle,off,True,update_env,27,,,,1790078689.793,2026-09-22T12:04:49.792+00:00,ff51c7a9-cc21-45fb-b53c-2c3a35c70448,200,,False,1234.4,118.07,911,792.5,True,110,logs,911.0,1.23467274e-05
335,package_size,live,java-default,java,default,1024,follow_up,idle,off,False,update_env,27,,,,1790078691.027,2026-09-22T12:04:51.027+00:00,6288efad-ffc8-422b-b07f-353db42a0795,200,,False,218.172,36.96,37,,False,110,logs,37.0,6.933357999999999e-07
336,package_size,live,nodejs-optimised,nodejs,optimised,1024,measure,idle,off,True,update_env,28,,,,1790078693.348,2026-09-22T12:04:53.347+00:00,e07812b3-c895-4e01-83bc-6e52b70d0800,200,,False,624.317,182.6,327,144.01,True,78,logs,327.0,4.5600218e-06
337,package_size,live,nodejs-optimised,nodejs,optimised,1024,follow_up,idle,off,False,update_env,28,,,,1790078693.974,2026-09-22T12:04:53.974+00:00,5e3ef2ff-719d-45bf-b1db-162500de16f8,200,,False,290.473,107.84,108,,False,78,logs,108.0,1.6400072e-06
338,package_size,live,nodejs-default,nodejs,default,1024,measure,idle,off,True,update_env,28,,,,1790078696.389,2026-09-22T12:04:56.388+00:00,203ccc85-4b1a-4456-989a-aa1910553c9c,200,,False,1519.641,140.81,1086,944.27,True,128,logs,1086.0,1.46800724e-05
339,package_size,live,nodejs-default,nodejs,default,1024,follow_up,idle,off,False,update_env,28,,,,1790078697.915,2026-09-22T12:04:57.914+00:00,750c8286-6f1e-4c57-bf9d-39b29ab8818e,200,,False,267.623,91.57,92,,False,134,logs,92.0,1.4266728e-06
340,package_size,live,java-optimised,java,optimised,1024,measure,idle,off,True,update_env,28,,,,1790078700.432,2026-09-22T12:05:00.431+00:00,14a257e0-b77a-4dc7-a5dd-5faa52568b1d,200,,False,854.131,129.31,555,424.73,True,107,logs,555.0,7.6000370000000005e-06
341,package_size,live,java-optimised,java,optimised,1024,follow_up,idle,off,False,update_env,28,,,,1790078701.287,2026-09-22T12:05:01.286+00:00,1819458e-8eef-410c-865a-6c119f5bc364,200,,False,247.035,48.55,49,,False,107,logs,49.0,8.533366e-07
342,package_size,live,java-default,java,default,1024,measure,idle,off,True,update_env,28,,,,1790078703.835,2026-09-22T12:05:03.835+00:00,08795aa2-d2d4-405f-8259-cb01db581d11,200,,False,1200.269,126.94,884,756.49,True,119,logs,884.0,1.19867256e-05
343,package_size,live,java-default,java,default,1024,follow_up,idle,off,False,update_env,28,,,,1790078705.037,2026-09-22T12:05:05.036+00:00,90305278-96f8-4d42-9292-8e5d33a5daec,200,,False,233.076,52.28,53,,False,119,logs,53.0,9.066701999999999e-07
344,package_size,live,python-optimised,python,optimised,1024,measure,idle,off,True,update_env,28,,,,1790078707.42,2026-09-22T12:05:07.419+00:00,04e52754-b573-4b70-8fa6-fd9fedf2808c,200,,False,387.192,14.55,91,76.08,True,41,logs,91.0,1.4133393999999999e-06
345,package_size,live,python-optimised,python,optimised,1024,follow_up,idle,off,False,update_env,28,,,,1790078707.807,2026-09-22T12:05:07.807+00:00,c5e5aab1-a388-4b8f-a650-10eca9128021,200,,False,216.426,17.14,18,,False,41,logs,18.0,4.400012e-07
346,package_size,live,python-default,python,default,1024,measure,idle,off,True,update_env,28,,,,1790078710.12,2026-09-22T12:05:10.119+00:00,2ab42d2d-37a4-4491-8529-a2a897940392,200,,False,3227.653,16.57,2799,2782.09,True,134,logs,2799.0,3.75201866e-05
347,package_size,live,python-default,python,default,1024,follow_up,idle,off,False,update_env,28,,,,1790078713.348,2026-09-22T12:05:13.347+00:00,e3ed961f-7aeb-47e6-a4ed-c56621b28a45,200,,False,197.341,21.39,22,,False,134,logs,22.0,4.933348e-07
348,package_size,live,java-default,java,default,1024,measure,idle,off,True,update_env,29,,,,1790078715.693,2026-09-22T12:05:15.693+00:00,02fe7276-faba-45d7-8cfc-3837bb479974,200,,False,1245.076,128.6,921,792.1,True,119,logs,921.0,1.24800614e-05
349,package_size,live,java-default,java,default,1024,follow_up,idle,off,False,update_env,29,,,,1790078716.939,2026-09-22T12:05:16.938+00:00,d01edf03-beac-4d2b-afe8-02f4b44a8722,200,,False,222.595,37.09,38,,False,119,logs,38.0,7.066692e-07
350,package_size,live,java-optimised,java,optimised,1024,measure,idle,off,True,update_env,29,,,,1790078719.393,2026-09-22T12:05:19.392+00:00,f5f6114a-198e-4645-95ac-688ed9e45def,200,,False,736.64,97.11,440,342.58,True,109,logs,440.0,6.066696e-06
351,package_size,live,java-optimised,java,optimised,1024,follow_up,idle,off,False,update_env,29,,,,1790078720.13,2026-09-22T12:05:20.130+00:00,fb6d68ba-6467-4546-a796-20adca0afe3f,200,,False,214.449,36.64,37,,False,109,logs,37.0,6.933357999999999e-07
352,package_size,live,nodejs-optimised,nodejs,optimised,1024,measure,idle,off,True,update_env,29,,,,1790078722.442,2026-09-22T12:05:22.441+00:00,26f7e000-ad0c-4875-a59f-00f3f9e91291,200,,False,561.402,156.79,273,115.31,True,79,logs,273.0,3.8400182000000005e-06
353,package_size,live,nodejs-optimised,nodejs,optimised,1024,follow_up,idle,off,False,update_env,29,,,,1790078723.004,2026-09-22T12:05:23.003+00:00,0b4f0cf0-0a5b-4b16-aacb-031eb6faf1c8,200,,False,282.214,106.57,107,,False,79,logs,107.0,1.6266738e-06
354,package_size,live,python-optimised,python,optimised,1024,measure,idle,off,True,update_env,29,,,,1790078725.447,2026-09-22T12:05:25.446+00:00,4ac6a89b-48d1-4a56-99d3-8ca8f089b585,200,,False,449.068,27.72,120,91.47,True,41,logs,120.0,1.800008e-06
355,package_size,live,python-optimised,python,optimised,1024,follow_up,idle,off,False,update_env,29,,,,1790078725.897,2026-09-22T12:05:25.896+00:00,eb27dd45-a15f-4f76-8424-bf863618fa5f,200,,False,208.959,29.67,30,,False,41,logs,30.0,6.00002e-07
356,package_size,live,python-default,python,default,1024,measure,idle,off,True,update_env,29,,,,1790078728.295,2026-09-22T12:05:28.294+00:00,e4ea31ec-1960-4083-a5af-fc71314c5ac1,200,,False,4026.929,27.76,3539,3510.32,True,134,logs,3539.0,4.73869026e-05
357,package_size,live,python-default,python,default,1024,follow_up,idle,off,False,update_env,29,,,,1790078732.323,2026-09-22T12:05:32.322+00:00,cc0e96b6-579b-4e7b-bb7e-e32735593906,200,,False,208.562,20.2,21,,False,134,logs,21.0,4.800014000000001e-07
358,package_size,live,nodejs-default,nodejs,default,1024,measure,idle,off,True,update_env,29,,,,1790078734.762,2026-09-22T12:05:34.762+00:00,bf603f73-5be1-4e53-b8b9-0780f32897ae,200,,False,1860.356,249.37,1375,1125.12,True,122,logs,1375.0,1.8533425000000003e-05
359,package_size,live,nodejs-default,nodejs,default,1024,follow_up,idle,off,False,update_env,29,,,,1790078736.626,2026-09-22T12:05:36.626+00:00,109df224-56ec-4309-a74a-752da8b9dacb,200,,False,348.181,164.44,165,,False,131,logs,165.0,2.400011e-06
0,runtime_compare,live,java-optimised,java,optimised,1024,measure,idle,off,True,update_env,0,,,,1790078740.277,2026-09-22T12:05:40.276+00:00,9774896c-10ab-48c1-99b2-09411d27d162,200,,False,778.34,108.93,439,329.08,True,107,logs,439.0,6.0533626e-06
1,runtime_compare,live,java-optimised,java,optimised,1024,follow_up,idle,off,False,update_env,0,,,,1790078741.057,2026-09-22T12:05:41.056+00:00,f57d61a9-0dbd-423b-9a92-f79d0762dc90,200,,False,190.503,18.15,19,,False,107,logs,19.0,4.533346e-07
2,runtime_compare,live,nodejs-optimised,nodejs,optimised,1024,measure,idle,off,True,update_env,0,,,,1790078743.708,2026-09-22T12:05:43.708+00:00,5040b04a-6e5f-4d91-91c9-a1f29302d316,200,,False,683.186,207.6,359,150.59,True,78,logs,359.0,4.9866906e-06
3,runtime_compare,live,nodejs-optimised,nodejs,optimised,1024,follow_up,idle,off,False,update_env,0,,,,1790078744.392,2026-09-22T12:05:44.392+00:00,b192362d-6bde-4d13-8469-8b85e6eaecbe,200,,False,332.167,131.61,132,,False,78,logs,132.0,1.9600088e-06
4,runtime_compare,live,python-optimised,python,optimised,1024,measure,idle,off,True,update_env,0,,,,1790078747.068,2026-09-22T12:05:47.068+00:00,16647e2a-6593-4d3f-a689-f14d4ece11fc,200,,False,440.21,17.84,106,88.12,True,41,logs,106.0,1.6133403999999999e-06
5,runtime_compare,live,python-optimised,python,optimised,1024,follow_up,idle,off,False,update_env,0,,,,1790078747.509,2026-09-22T12:05:47.509+00:00,7aa1076b-2656-4e69-9ed9-9a5933e490c6,200,,False,200.642,26.63,27,,False,41,logs,27.0,5.600018e-07
6,runtime_compare,live,java-optimised,java,optimised,1024,measure,idle,off,True,update_env,1,,,,1790078749.785,2026-09-22T12:05:49.785+00:00,7cbf7a30-2156-4fa6-a4a5-3c91efdb2420,200,,False,741.91,119.71,470,349.96,True,107,logs,470.0,6.466698e-06
7,runtime_compare,live,java-optimised,java,optimised,1024,follow_up,idle,off,False,update_env,1,,,,1790078750.528,2026-09-22T12:05:50.528+00:00,4ab8d4cb-8d51-4322-94c2-d07b4ffd8b0a,200,,False,201.581,28.45,29,,False,107,logs,29.0,5.866686000000001e-07
8,runtime_compare,live,nodejs-optimised,nodejs,optimised,1024,measure,idle,off,True,update_env,1,,,,1790078752.841,2026-09-22T12:05:52.841+00:00,1a50aa58-ecd0-4e80-950c-242effbfe885,200,,False,603.903,195.87,340,143.83,True,79,logs,340.0,4.733356e-06
9,runtime_compare,live,nodejs-optimised,nodejs,optimised,1024,follow_up,idle,off,False,update_env,1,,,,1790078753.45,2026-09-22T12:05:53.450+00:00,359cdb02-0744-4c34-880c-b5edfe604ac7,200,,False,313.474,141.37,142,,False,79,logs,142.0,2.0933427999999998e-06
10,runtime_compare,live,python-optimised,python,optimised,1024,measure,idle,off,True,update_env,1,,,,1790078755.833,2026-09-22T12:05:55.833+00:00,71ab7321-a8fb-4bee-b785-4b74d8048737,200,,False,480.105,21.78,92,69.96,True,42,logs,92.0,1.4266728e-06
11,runtime_compare,live,python-optimised,python,optimised,1024,follow_up,idle,off,False,update_env,1,,,,1790078756.317,2026-09-22T12:05:56.316+00:00,7477f9f5-6666-4597-8f09-91ff71b6bd5e,200,,False,203.007,30.44,31,,False,42,logs,31.0,6.133354e-07
12,runtime_compare,live,java-optimised,java,optimised,1024,measure,idle,off,True,update_env,2,,,,1790078758.633,2026-09-22T12:05:58.632+00:00,f1e1be9d-3638-4c83-ae23-8e422188f926,200,,False,771.165,94.32,406,310.95,True,109,logs,406.0,5.6133604e-06
13,runtime_compare,live,java-optimised,java,optimised,1024,follow_up,idle,off,False,update_env,2,,,,1790078759.405,2026-09-22T12:05:59.405+00:00,756577f7-ddf7-47a9-afa7-8091bbfb2e9a,200,,False,217.396,35.28,36,,False,109,logs,36.0,6.800024e-07
14,runtime_compare,live,python-optimised,python,optimised,1024,measure,idle,off,True,update_env,2,,,,1790078761.721,2026-09-22T12:06:01.721+00:00,4dbe6166-d849-447f-968a-ef06c4e59012,200,,False,414.13,20.05,110,89.39,True,42,logs,110.0,1.666674e-06
15,runtime_compare,live,python-optimised,python,optimised,1024,follow_up,idle,off,False,update_env,2,,,,1790078762.139,2026-09-22T12:06:02.138+00:00,9c5246df-ac86-4e55-b5eb-d1f85f29d392,200,,False,211.154,17.0,17,,False,42,logs,17.0,4.266678e-07
16,runtime_compare,live,nodejs-optimised,nodejs,optimised,1024,measure,idle,off,True,update_env,2,,,,1790078764.41,2026-09-22T12:06:04.410+00:00,3a709deb-aac9-4c7c-9cc7-b4c4520c2152,200,,False,761.2,195.38,346,149.86,True,79,logs,346.0,4.8133564e-06
17,runtime_compare,live,nodejs-optimised,nodejs,optimised,1024,follow_up,idle,off,False,update_env,2,,,,1790078765.172,2026-09-22T12:06:05.172+00:00,5c69acad-71a9-4824-bc16-3396e1cbb5a9,200,,False,334.455,130.71,131,,False,79,logs,131.0,1.9466754e-06
18,runtime_compare,live,python-optimised,python,optimised,1024,measure,idle,off,True,update_env,3,,,,1790078767.58,2026-09-22T12:06:07.580+00:00,89b394a1-4fb7-4e55-b7c9-6833583e5511,200,,False,419.881,28.8,123,93.9,True,41,logs,123.0,1.8400082e-06
19,runtime_compare,live,python-optimised,python,optimised,1024,follow_up,idle,off,False,update_env,3,,,,1790078768.001,2026-09-22T12:06:08.001+00:00,fb042c6f-f5eb-47ec-a574-3d586702549f,200,,False,200.373,26.84,27,,False,41,logs,27.0,5.600018e-07
20,runtime_compare,live,java-optimised,java,optimised,1024,measure,idle,off,True,update_env,3,,,,1790078770.309,2026-09-22T12:06:10.308+00:00,206f77df-f5d7-4a35-8ad5-0341b465b830,200,,False,1308.04,134.18,1005,870.68,True,109,logs,1005.0,1.3600066999999998e-05
21,runtime_compare,live,java-optimised,java,optimised,1024,follow_up,idle,off,False,update_env,3,,,,1790078771.62,2026-09-22T12:06:11.620+00:00,a3660144-8e87-438a-b04c-21f7cb3d0eee,200,,False,226.671,52.05,53,,False,109,logs,53.0,9.066701999999999e-07
22,runtime_compare,live,nodejs-optimised,nodejs,optimised,1024,measure,idle,off,True,update_env,3,,,,1790078774.084,2026-09-22T12:06:14.083+00:00,03582d2a-e88e-4a4b-9905-4c12b3d0a3f1,200,,False,630.23,186.85,335,147.38,True,78,logs,335.0,4.6666890000000005e-06
23,runtime_compare,live,nodejs-optimised,nodejs,optimised,1024,follow_up,idle,off,False,update_env,3,,,,1790078774.717,2026-09-22T12:06:14.717+00:00,9af63fec-c730-4c05-8d29-691a86ac66b7,200,,False,291.327,119.03,120,,False,79,logs,120.0,1.800008e-06
24,runtime_compare,live,nodejs-optimised,nodejs,optimised,1024,measure,idle,off,True,update_env,4,,,,1790078777.139,2026-09-22T12:06:17.139+00:00,009e264b-0a33-420f-b2e9-4df6e71a6308,200,,False,647.545,194.12,346,151.17,True,78,logs,346.0,4.8133564e-06
25,runtime_compare,live,nodejs-optimised,nodejs,optimised,1024,follow_up,idle,off,False,update_env,4,,,,1790078777.79,2026-09-22T12:06:17.789+00:00,3011bde2-8fd7-45c7-a5d3-3c8bf8c70112,200,,False,338.889,124.88,125,,False,78,logs,125.0,1.866675e-06
26,runtime_compare,live,python-optimised,python,optimised,1024,measure,idle,off,True,update_env,4,,,,1790078780.377,2026-09-22T12:06:20.377+00:00,78cd0b6c-8121-4d58-9ede-05ed62c0efe2,200,,False,378.132,26.93,106,78.3,True,41,logs,106.0,1.6133403999999999e-06
27,runtime_compare,live,python-optimised,python,optimised,1024,follow_up,idle,off,False,update_env,4,,,,1790078780.756,2026-09-22T12:06:20.756+00:00,112f285e-5963-4b2a-a7f0-032bce395bc1,200,,False,197.723,23.28,24,,False,41,logs,24.0,5.200016e-07
28,runtime_compare,live,java-optimised,java,optimised,1024,measure,idle,off,True,update_env,4,,,,1790078783.064,2026-09-22T12:06:23.064+00:00,cb53fe6d-0f97-43d2-bec1-910796dedcda,200,,False,707.826,92.09,427,334.2,True,111,logs,427.0,5.8933618e-06
29,runtime_compare,live,java-optimised,java,optimised,1024,follow_up,idle,off,False,update_env,4,,,,1790078783.773,2026-09-22T12:06:23.773+00:00,1a995a79-4f46-4186-b10c-c0003a7f8444,200,,False,201.976,28.73,29,,False,111,logs,29.0,5.866686000000001e-07
30,runtime_compare,live,nodejs-optimised,nodejs,optimised,1024,measure,idle,off,True,update_env,5,,,,1790078786.144,2026-09-22T12:06:26.144+00:00,694fd7ef-5c8d-4998-a56d-4819b8b765a7,200,,False,656.27,204.11,361,155.95,True,79,logs,361.0,5.0133574e-06
31,runtime_compare,live,nodejs-optimised,nodejs,optimised,1024,follow_up,idle,off,False,update_env,5,,,,1790078786.802,2026-09-22T12:06:26.801+00:00,75f52549-085e-44d1-baac-7f494f380096,200,,False,388.615,125.36,126,,False,79,logs,126.0,1.8800084e-06
32,runtime_compare,live,python-optimised,python,optimised,1024,measure,idle,off,True,update_env,5,,,,1790078789.288,2026-09-22T12:06:29.288+00:00,420312d1-5aca-48f0-9d48-f6e92f322c88,200,,False,418.33,16.79,109,91.97,True,41,logs,109.0,1.6533406e-06
33,runtime_compare,live,python-optimised,python,optimised,1024,follow_up,idle,off,False,update_env,5,,,,1790078789.708,2026-09-22T12:06:29.708+00:00,d0b87380-3b95-4a61-8212-280595818885,200,,False,200.577,28.78,29,,False,41,logs,29.0,5.866686000000001e-07
34,runtime_compare,live,java-optimised,java,optimised,1024,measure,idle,off,True,update_env,5,,,,1790078791.974,2026-09-22T12:06:31.974+00:00,f0d76b4e-41f4-4a8a-a6b5-7f2914428b23,200,,False,897.479,135.13,590,454.5,True,107,logs,590.0,8.066706e-06
35,runtime_compare,live,java-optimised,java,optimised,1024,follow_up,idle,off,False,update_env,5,,,,1790078792.874,2026-09-22T12:06:32.873+00:00,3f721653-917e-4676-a188-321788a7a36a,200,,False,209.674,38.7,39,,False,107,logs,39.0,7.200026e-07
36,runtime_compare,live,python-optimised,python,optimised,1024,measure,idle,off,True,update_env,6,,,,1790078795.136,2026-09-22T12:06:35.136+00:00,dc9370d9-cff9-417d-8bf7-9e337ef3763b,200,,False,443.894,26.93,99,72.05,True,42,logs,99.0,1.5200066e-06
37,runtime_compare,live,python-optimised,python,optimised,1024,follow_up,idle,off,False,update_env,6,,,,1790078795.582,2026-09-22T12:06:35.582+00:00,2f9e5d74-cb5c-49b3-9168-8eff22453c1d,200,,False,195.751,23.17,24,,False,42,logs,24.0,5.200016e-07
38,runtime_compare,live,nodejs-optimised,nodejs,optimised,1024,measure,idle,off,True,update_env,6,,,,1790078797.9,2026-09-22T12:06:37.900+00:00,8186dac0-b613-4fb8-a19e-ef24c21895b6,200,,False,733.331,210.22,356,144.94,True,78,logs,356.0,4.9466903999999995e-06
39,runtime_compare,live,nodejs-optimised,nodejs,optimised,1024,follow_up,idle,off,False,update_env,6,,,,1790078798.635,2026-09-22T12:06:38.634+00:00,3435ec0d-aab2-4e74-a41f-ea0e411d0d4b,200,,False,299.817,125.9,126,,False,78,logs,126.0,1.8800084e-06
40,runtime_compare,live,java-optimised,java,optimised,1024,measure,idle,off,True,update_env,6,,,,1790078801.172,2026-09-22T12:06:41.172+00:00,b490280d-aa98-4544-87a9-628a4ead8c33,200,,False,904.194,147.96,605,456.48,True,109,logs,605.0,8.266706999999999e-06
41,runtime_compare,live,java-optimised,java,optimised,1024,follow_up,idle,off,False,update_env,6,,,,1790078802.078,2026-09-22T12:06:42.077+00:00,8e01f262-1160-4fca-8adf-5872a3344e02,200,,False,215.099,42.0,42,,False,109,logs,42.0,7.600028e-07
42,runtime_compare,live,java-optimised,java,optimised,1024,measure,idle,off,True,update_env,7,,,,1790078804.409,2026-09-22T12:06:44.409+00:00,2edcf4b6-af35-4948-b1dc-77e2e8130fc1,200,,False,845.986,117.94,563,444.14,True,107,logs,563.0,7.7067042e-06
43,runtime_compare,live,java-optimised,java,optimised,1024,follow_up,idle,off,False,update_env,7,,,,1790078805.257,2026-09-22T12:06:45.256+00:00,64422574-ca97-404c-90da-92604f10895f,200,,False,209.389,39.03,40,,False,107,logs,40.0,7.33336e-07
